0.9991	1.3813
1	1.38103
1.0009	1.38075
1.0018	1.38048
1.0027	1.3802
1.0036	1.37993
1.0045	1.37965
1.0054	1.37937
1.0063	1.37909
1.0072	1.37881
1.0081	1.37853
1.009	1.37825
1.0099	1.37796
1.0108	1.37768
1.0117	1.37739
1.0126	1.37711
1.0135	1.37682
1.0144	1.37653
1.0153	1.37624
1.0162	1.37595
1.0171	1.37565
1.018	1.37536
1.0189	1.37506
1.0198	1.37477
1.0207	1.37447
1.0216	1.37417
1.0225	1.37387
1.0234	1.37357
1.0243	1.37327
1.0252	1.37297
1.0261	1.37266
1.027	1.37236
1.0279	1.37205
1.0288	1.37175
1.0297	1.37144
1.0306	1.37113
1.0315	1.37082
1.0324	1.37051
1.0333	1.37019
1.0342	1.36988
1.0351	1.36956
1.036	1.36925
1.0369	1.36893
1.0378	1.36861
1.0387	1.36829
1.0396	1.36797
1.0405	1.36765
1.0414	1.36733
1.0423	1.367
1.0432	1.36668
1.0441	1.36635
1.045	1.36602
1.0459	1.3657
1.0468	1.36537
1.0477	1.36504
1.0486	1.3647
1.0495	1.36437
1.0504	1.36404
1.0513	1.3637
1.0522	1.36337
1.0531	1.36303
1.054	1.36269
1.0549	1.36235
1.0558	1.36201
1.0567	1.36167
1.0576	1.36133
1.0585	1.36098
1.0594	1.36064
1.0603	1.36029
1.0612	1.35994
1.0621	1.3596
1.063	1.35925
1.0639	1.3589
1.0648	1.35855
1.0657	1.35819
1.0666	1.35784
1.0675	1.35748
1.0684	1.35713
1.0693	1.35677
1.0702	1.35641
1.0711	1.35605
1.072	1.35569
1.0729	1.35533
1.0738	1.35497
1.0747	1.35461
1.0756	1.35424
1.0765	1.35387
1.0774	1.35351
1.0783	1.35314
1.0792	1.35277
1.0801	1.3524
1.081	1.35203
1.0819	1.35166
1.0828	1.35128
1.0837	1.35091
1.0846	1.35053
1.0855	1.35016
1.0864	1.34978
1.0873	1.3494
1.0882	1.34902
1.0891	1.34864
1.09	1.34826
1.0909	1.34787
1.0918	1.34749
1.0927	1.3471
1.0936	1.34672
1.0945	1.34633
1.0954	1.34594
1.0963	1.34555
1.0972	1.34516
1.0981	1.34477
1.099	1.34437
1.0999	1.34398
1.1008	1.34358
1.1017	1.34319
1.1026	1.34279
1.1035	1.34239
1.1044	1.34199
1.1053	1.34159
1.1062	1.34119
1.1071	1.34079
1.108	1.34038
1.1089	1.33998
1.1098	1.33957
1.1107	1.33916
1.1116	1.33875
1.1125	1.33834
1.1134	1.33793
1.1143	1.33752
1.1152	1.33711
1.1161	1.3367
1.117	1.33628
1.1179	1.33587
1.1188	1.33545
1.1197	1.33503
1.1206	1.33461
1.1215	1.33419
1.1224	1.33377
1.1233	1.33335
1.1242	1.33292
1.1251	1.3325
1.126	1.33207
1.1269	1.33165
1.1278	1.33122
1.1287	1.33079
1.1296	1.33036
1.1305	1.32993
1.1314	1.3295
1.1323	1.32906
1.1332	1.32863
1.1341	1.32819
1.135	1.32776
1.1359	1.32732
1.1368	1.32688
1.1377	1.32644
1.1386	1.326
1.1395	1.32556
1.1404	1.32511
1.1413	1.32467
1.1422	1.32423
1.1431	1.32378
1.144	1.32333
1.1449	1.32288
1.1458	1.32243
1.1467	1.32198
1.1476	1.32153
1.1485	1.32108
1.1494	1.32063
1.1503	1.32017
1.1512	1.31972
1.1521	1.31926
1.153	1.3188
1.1539	1.31834
1.1548	1.31788
1.1557	1.31742
1.1566	1.31696
1.1575	1.31649
1.1584	1.31603
1.1593	1.31556
1.1602	1.3151
1.1611	1.31463
1.162	1.31416
1.1629	1.31369
1.1638	1.31322
1.1647	1.31275
1.1656	1.31228
1.1665	1.3118
1.1674	1.31133
1.1683	1.31085
1.1692	1.31037
1.1701	1.3099
1.171	1.30942
1.1719	1.30894
1.1728	1.30846
1.1737	1.30797
1.1746	1.30749
1.1755	1.307
1.1764	1.30652
1.1773	1.30603
1.1782	1.30554
1.1791	1.30506
1.18	1.30457
1.1809	1.30408
1.1818	1.30358
1.1827	1.30309
1.1836	1.3026
1.1845	1.3021
1.1854	1.3016
1.1863	1.30111
1.1872	1.30061
1.1881	1.30011
1.189	1.29961
1.1899	1.29911
1.1908	1.29861
1.1917	1.2981
1.1926	1.2976
1.1935	1.29709
1.1944	1.29659
1.1953	1.29608
1.1962	1.29557
1.1971	1.29506
1.198	1.29455
1.1989	1.29404
1.1998	1.29352
1.2007	1.29301
1.2016	1.29249
1.2025	1.29198
1.2034	1.29146
1.2043	1.29094
1.2052	1.29042
1.2061	1.2899
1.207	1.28938
1.2079	1.28886
1.2088	1.28833
1.2097	1.28781
1.2106	1.28728
1.2115	1.28676
1.2124	1.28623
1.2133	1.2857
1.2142	1.28517
1.2151	1.28464
1.216	1.28411
1.2169	1.28358
1.2178	1.28304
1.2187	1.28251
1.2196	1.28197
1.2205	1.28143
1.2214	1.2809
1.2223	1.28036
1.2232	1.27982
1.2241	1.27928
1.225	1.27873
1.2259	1.27819
1.2268	1.27765
1.2277	1.2771
1.2286	1.27655
1.2295	1.27601
1.2304	1.27546
1.2313	1.27491
1.2322	1.27436
1.2331	1.27381
1.234	1.27325
1.2349	1.2727
1.2358	1.27215
1.2367	1.27159
1.2376	1.27103
1.2385	1.27048
1.2394	1.26992
1.2403	1.26936
1.2412	1.2688
1.2421	1.26824
