0.19902	0.560325
0.2	0.563441
0.20098	0.566561
0.20196	0.569684
0.20294	0.572811
0.20392	0.575942
0.2049	0.579076
0.20588	0.582213
0.20686	0.585354
0.20784	0.588499
0.20882	0.591647
0.2098	0.594799
0.21078	0.597954
0.21176	0.601113
0.21274	0.604275
0.21372	0.607441
0.2147	0.61061
0.21568	0.613783
0.21666	0.616959
0.21764	0.620139
0.21862	0.623323
0.2196	0.62651
0.22058	0.6297
0.22156	0.632894
0.22254	0.636091
0.22352	0.639292
0.2245	0.642497
0.22548	0.645705
0.22646	0.648916
0.22744	0.652131
0.22842	0.65535
0.2294	0.658572
0.23038	0.661797
0.23136	0.665026
0.23234	0.668259
0.23332	0.671495
0.2343	0.674734
0.23528	0.677977
0.23626	0.681224
0.23724	0.684474
0.23822	0.687727
0.2392	0.690984
0.24018	0.694245
0.24116	0.697509
0.24214	0.700776
0.24312	0.704047
0.2441	0.707321
0.24508	0.710599
0.24606	0.71388
0.24704	0.717165
0.24802	0.720453
0.249	0.723745
0.24998	0.72704
0.25096	0.730339
0.25194	0.733641
0.25292	0.736946
0.2539	0.740255
0.25488	0.743568
0.25586	0.746884
0.25684	0.750203
0.25782	0.753526
0.2588	0.756852
0.25978	0.760182
0.26076	0.763515
0.26174	0.766852
0.26272	0.770192
0.2637	0.773536
0.26468	0.776883
0.26566	0.780233
0.26664	0.783587
0.26762	0.786944
0.2686	0.790305
0.26958	0.793669
0.27056	0.797037
0.27154	0.800408
0.27252	0.803782
0.2735	0.80716
0.27448	0.810542
0.27546	0.813926
0.27644	0.817314
0.27742	0.820706
0.2784	0.824101
0.27938	0.827499
0.28036	0.830901
0.28134	0.834306
0.28232	0.837715
0.2833	0.841127
0.28428	0.844542
0.28526	0.847961
0.28624	0.851383
0.28722	0.854809
0.2882	0.858238
0.28918	0.861671
0.29016	0.865106
0.29114	0.868546
0.29212	0.871988
0.2931	0.875434
0.29408	0.878884
0.29506	0.882336
0.29604	0.885792
0.29702	0.889252
0.298	0.892715
0.29898	0.896181
0.29996	0.899651
0.30094	0.903124
0.30192	0.9066
0.3029	0.91008
0.30388	0.913563
0.30486	0.917049
0.30584	0.920539
0.30682	0.924032
0.3078	0.927529
0.30878	0.931029
0.30976	0.934532
0.31074	0.938039
0.31172	0.941549
0.3127	0.945062
0.31368	0.948579
0.31466	0.952099
0.31564	0.955622
0.31662	0.959149
0.3176	0.962679
0.31858	0.966212
0.31956	0.969749
0.32054	0.973289
0.32152	0.976832
0.3225	0.980379
0.32348	0.983929
0.32446	0.987482
0.32544	0.991038
0.32642	0.994598
0.3274	0.998162
0.32838	1.00173
0.32936	1.0053
0.33034	1.00887
0.33132	1.01245
0.3323	1.01603
0.33328	1.01961
0.33426	1.0232
0.33524	1.02679
0.33622	1.03038
0.3372	1.03398
0.33818	1.03758
0.33916	1.04118
0.34014	1.04478
0.34112	1.04839
0.3421	1.05201
0.34308	1.05562
0.34406	1.05924
0.34504	1.06286
0.34602	1.06649
0.347	1.07012
0.34798	1.07375
0.34896	1.07739
0.34994	1.08103
0.35092	1.08467
0.3519	1.08831
0.35288	1.09196
0.35386	1.09561
0.35484	1.09927
0.35582	1.10293
0.3568	1.10659
0.35778	1.11025
0.35876	1.11392
0.35974	1.11759
0.36072	1.12127
0.3617	1.12495
0.36268	1.12863
0.36366	1.13231
0.36464	1.136
0.36562	1.13969
0.3666	1.14338
0.36758	1.14708
0.36856	1.15078
