1e-07	-1.78184
0.001	-1.08874
0.0019999	-0.683286
0.0029998	-0.395609
0.0039997	-0.172469
0.0049996	0.00985155
0.0059995	0.164001
0.0069994	0.297531
0.0079993	0.415313
0.0089992	0.520671
0.0099991	0.615978
0.010999	0.702986
0.0119989	0.783024
0.0129988	0.857126
0.0139987	0.926111
0.0149986	0.990641
0.0159985	1.05126
0.0169984	1.1084
0.0179983	1.16246
0.0189982	1.21374
0.0199981	1.26251
0.020998	1.30901
0.0219979	1.35345
0.0229978	1.39599
0.0239977	1.43679
0.0249976	1.47598
0.0259975	1.5137
0.0269974	1.55004
0.0279973	1.5851
0.0289972	1.61897
0.0299971	1.65173
0.030997	1.68344
0.0319969	1.71418
0.0329968	1.74399
0.0339967	1.77294
0.0349966	1.80107
0.0359965	1.82842
0.0369964	1.85504
0.0379963	1.88097
0.0389962	1.90624
0.0399961	1.93088
0.040996	1.95492
0.0419959	1.97839
0.0429958	2.00132
0.0439957	2.02373
0.0449956	2.04565
0.0459955	2.06709
0.0469954	2.08807
0.0479953	2.10862
0.0489952	2.12875
0.0499951	2.14848
0.050995	2.16782
0.0519949	2.18679
0.0529948	2.2054
0.0539947	2.22366
0.0549946	2.24159
0.0559945	2.2592
0.0569944	2.2765
0.0579943	2.2935
0.0589942	2.31021
0.0599941	2.32664
0.060994	2.3428
0.0619939	2.3587
0.0629938	2.37434
0.0639937	2.38974
0.0649936	2.40489
0.0659935	2.41982
0.0669934	2.43451
0.0679933	2.44899
0.0689932	2.46326
0.0699931	2.47732
0.070993	2.49118
0.0719929	2.50484
0.0729928	2.51832
0.0739927	2.53161
0.0749926	2.54471
0.0759925	2.55765
0.0769924	2.57041
0.0779923	2.583
0.0789922	2.59543
0.0799921	2.6077
0.080992	2.61982
0.0819919	2.63178
0.0829918	2.6436
0.0839917	2.65527
0.0849916	2.66681
0.0859915	2.6782
0.0869914	2.68946
0.0879913	2.70059
0.0889912	2.71158
0.0899911	2.72246
0.090991	2.7332
0.0919909	2.74383
0.0929908	2.75434
0.0939907	2.76473
0.0949906	2.77501
0.0959905	2.78518
0.0969904	2.79524
0.0979903	2.80519
0.0989902	2.81504
0.0999901	2.82478
0.10099	2.83442
0.10199	2.84397
0.10299	2.85341
0.10399	2.86277
0.10499	2.87202
0.10599	2.88119
0.106989	2.89026
0.107989	2.89925
0.108989	2.90815
0.109989	2.91697
0.110989	2.9257
0.111989	2.93434
0.112989	2.94291
0.113989	2.9514
0.114989	2.9598
0.115988	2.96813
0.116988	2.97639
0.117988	2.98457
0.118988	2.99267
0.119988	3.00071
0.120988	3.00867
0.121988	3.01656
